Ticker,Company_name,Market_Cap,Stock_price,Volume,Industry_CSV,Sector_CSV,Revenue,Revenue_Growth,Net_Income,Free_Cash_Flow,Full_Company_Name,ISIN_Code,Registered_Office,Telephone,Email,Taxpayer_Number,Website,Main_Business_Fields,Sector_JSON,Subsector,Industry_JSON,Sub_Industry,Securities_Administration_Bureau,Recording_Date,Recording_Board,Data_Merge_Success,Data_Source,Fax
INCF,PT Indo Komoditi Korpora Tbk,79.13B,45.00,"406,3",Specialty Chemicals,Materials,130.38B,-34.11%,-844.10M,14.20B,PT Indo Komoditi Korpora Tbk,INCF,Centennial Tower Lt. 21 Unit H,021-22958323,Tetap corsec@indokomoditikorpora.com,01.310.738.8-054.000,www.indokomoditikorpora.com,Pengolahan Karet Alam,Barang Baku,Barang Baku,Perhutanan & Kertas,Produk Hutan Lainnya,PT. EDI Indonesia,2016-09-06 Nama Jenis Aset Total Persentase PT Sampit International Perindustrian dan Perdagangan Karet 452.954.207.606 99 %,Pemantauan Khusus,True,CSV+JSON,021-22958324
BMBL,PT Lavender Bina Cendikia Tbk,43.26B,42.00,"8,120,300",Education & Training Services,Consumer Staples,11.58B,-30.73%,-9.08B,-42.56M,PT Lavender Bina Cendikia Tbk,BMBL,"Office Tower Taman Melati Lt.5 Jalan Margonda Raya No.525A Depok, Jawa Barat",(021) 2950 3963,corporate.secretary@lavenderprograms.com,662547355412000,http://www.lavenderprograms.com/,Bidang usaha Pendidikan Bimbingan Belajar dan Konseling Swasta,Barang Konsumen Non-Primer,Jasa Konsumen,Pendidikan & Jasa Penunjang,Jasa Pendidikan,PT. Adimitra Jasa Korpora,2023-01-11 Nama Jenis Aset Total Persentase,Akselerasi,True,CSV+JSON,
HOPE,PT Harapan Duta Pertiwi Tbk,259.90B,119.00,"6,976,600",Metal Fabrication,Industrials,35.06B,262.66%,-27.29B,26.57B,PT Harapan Duta Pertiwi Tbk.,HOPE,"Kawasan Industri Purati Kencana Alam Kav. 23E Jl. Raya Serang Km 18.8 Cikupa, Tangerang",(+62-21) 5940 8707,corporatesecretary@hdp.co.id,0,hdp.co.id,Industri Karoseri Kendaraan Bermotor Roda Empat atau Lebihdan Industri Trailer dan Semi Trailer,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,PT. Bima Registra,2021-05-24 Nama Jenis Aset Total Persentase PT HARAPAN ENERGI KONSTRUKSI KONSTRUKSI BARANG LOGAM 3.319.620.759 99 %,Pengembangan PT HARAPAN ENERGI KONSTRUKSI KONSTRUKSI BARANG LOGAM 3.319.620.759 99 %,True,CSV+JSON,(+62-21) 5940 8708
XCIS,DIRE Ciptadana Properti Ritel Indonesia,82.95B,79.00,"30,3","Unit Investment Trusts, Face-Amount Certificate Offices, and Closed-End Management Investment Offices",-,-,-,-,-,,,,,,,,,,,,,,,,False,CSV_only,
EMDE,PT Megapolitan Developments Tbk,312.14B,96.00,"2,445,500",Real Estate Services,Real Estate,526.75B,-47.66%,71.70B,-423.52B,Megapolitan Developments Tbk,EMDE,"Jl Cinere Raya 1 A, Limo Kota Depok Jawa Barat 16531",30019938,corporate.secretary@megapolitan-group.com,01.310.078.9-412.001,www.megapolitan-group.com,"Pengembangan Kawasan (Developer) PT Mega Limo Estate Perumahan/ Property 148.666.517.630 99,80 %","Properti & Real Estat PT Tirta Persada Developments Perumahan/ Property 675.052.887.975 99,89 %","Properti & Real Estat PT Titan Property Perumahan/ Apartment 196.518.793.350 99,99 %",Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT. Adimitra Jasa Korpora,2011-01-12 Nama Jenis Aset Total Persentase PT Graha Mentari Persada Perumahan/ Property 98.137.144.934 99 %,"Pengembangan PT Mega Pasanggrahan Indah Perumahan/ Shopping 2.017.559.044.842 99,38 %",True,CSV+JSON,30019939
MYTX,PT Asia Pacific Investama Tbk,278.90B,36.00,700,Textile Manufacturing,Consumer Discretionary,1.05T,-21.71%,-10.88B,54.73B,PT Asia Pacific Investama Tbk.,MYTX,"Jl. Pajajaran 14 No.62 Kelurahan Gandasari, Jatiuwung, Kota Tangerang 15137",(021) 556688 88 Ext.34021,corporate_secretary@apacinti.com,1.321.628.8-054.000,www.apinvestama.co.id,"Industri Tekstil dan Garment PT APAC INTI CORPORA Penenunan dan pemintalan 3.857.146 96,44 %","Barang Konsumen Non-Primer PT APAC INTI CORPORA PENENUNAN DAN PERMINTALAN 3.758.454 96,44 %","Pakaian & Barang Mewah PT APAC INTI CORPORA PENENUNAN DAN PERMINTALAN 3.369.866 96,44 %",Pakaian & Barang Mewah,Tekstil,PT. Adimitra Jasa Korpora,1989-10-10 Nama Jenis Aset Total Persentase PT APAC INTI CORPORA PENENUNAN DAN PEMINTALAN 3.798.348 9.644 %,"Pemantauan Khusus PT APAC INTI CORPORA Penenunan dan pemintalan 3.862.394 96,44 %",True,CSV+JSON,(021) 556 678 33
ASHA,PT Cilacap Samudera Fishing Industry Tbk,225.00B,43.00,"67,709,600",Farm Products,Consumer Staples,200.32B,-29.29%,-38.52B,-7.55B,PT Cilacap Samudera Fishing Industry Tbk,ASHA,"Jl. Muara Baru Ujung K No. 7D RT 021 RW 17 Penjaringan Jakarta Utara, Indonesia",+6221-66604850,corpsecretary@csfi.co.id,019612019522000,www.csfi.co.id,"Perdagangan Besar Hasil Perikanan dan Aktivitas Cold Storage PT JEMBATAN LINTAS GLOBAL PERDAGANGAN IKAN 7.050.148.747 99,97 %","Barang Konsumen Primer PT JEMBATAN LINTAS GLOBAL PERDAGANGAN IKAN 3.492.145.905 99,97 %","Makanan & Minuman PT JEMBATAN LINTAS GLOBAL PERDAGANGAN IKAN 2.730.089.989 99,97 %",Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",PT. Sinartama Gunita,"2022-05-27 Nama Jenis Aset Total Persentase PT JEMBATAN LINTAS GLOBAL PERDAGANGAN IKAN 27.094.255.846 99,88 %","Pemantauan Khusus PT JEMBATAN LINTAS GLOBAL PERDAGANGAN IKAN 11.241.322.088 99,97 %",True,CSV+JSON,
PUDP,PT Pudjiadi Prestige Tbk,458.09B,695.00,"205,1",Real Estate Services,Real Estate,40.45B,2.05%,-194.59M,-36.07B,Pudjiadi Prestige Tbk,PUDP,"Gedung Jayakarta Hotel Lt. 21 Jl. Hayam Wuruk 126 Jakarta, Barat 11180",021 - 6241030,erna@pudjiadiprestige.co.id; info@pudjiadiprestige.co.id,01.318.007.0-054.000,www. pudjiadiprestige.co.id,"Property dan Real Estate PT Graha Puji Propertindo Real Estat 167.984.423.315 99,99 %","Properti & Real Estat PT Graha Puji Propertindo Real Estat 168.099.792.614 99,99 %","Properti & Real Estat PT Hotel Marbella Pengembang Internasional Perhotelan 80.332.765.555 99,14 %","Pengelola & Pengembang Real Estat PT Hotel Marbella Pengembang Internasional Perhotelan 78.487.528.171 99,14 %","Pengembang & Operator Real Estat PT Jakarta Internasional Property Real Estat 29.465.917.412 99,90 %","PT. EDI Indonesia PT Jakarta Internasional Property Real Estat 28.982.270.906 99,90 %","1994-11-18 Nama Jenis Aset Total Persentase PT Graha Puji Bahana Real Estat 7.138.641.862 99,96 %","Pengembangan PT Graha Puji Bahana Real Estat 7.180.605.705 99,96 %",True,CSV+JSON,021 - 6240981
DFAM,PT Dafam Property Indonesia Tbk,138.69B,73.00,"70,231,200",Real Estate Services,Real Estate,60.83B,-6.46%,-13.67B,41.94B,PT Dafam Property Indonesia Tbk,DFAM,"Jl. Raung No.15, Gajahmungkur, Semarang - 50232","+6224 8312735 , +6224 8506459",corporate@dafamproperty.com,0027.6879.3851.2000,www.dafamproperty.com,"Pengembangan Properti, Pengelolaan Gedung, Sewa Gedung , Perhotelandan Jasa Manajemen Hotel Melalui Entitas Anak",Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",PT. Sinartama Gunita,2018-04-27 Nama Jenis Aset Total Persentase PT Dafam Maju Bersama Perumahan/Residential 42.446.244.599 99 %,"Pengembangan PT Dafam Mambo International Hotel 89.680.569.709 99,60 %",True,CSV+JSON,-
AHAP,PT Asuransi Harta Aman Pratama Tbk,426.30B,88.00,"20,208,800",Insurance - Property & Casualty,Financials,274.23B,-3.54%,-2.35B,-,Asuransi Harta Aman Pratama Tbk,AHAP,"Wisma 46 Kota BNI Lantai 33, Jl. Jend. Sudirman Kav. 1 Karet Tengsin Tanah Abang Jakarta Pusat 10220","5702060, 5746789 (hunting)",harta@asuransi-harta.co.id,01.360.902.9-054.000,www.asuransi-harta.co.id,Asuransi Umum Konvensional,Keuangan,Asuransi,Asuransi,Asuransi Umum,PT. Datindo Entrycom,1990-09-14 Nama Jenis Aset Total Persentase,Pengembangan,True,CSV+JSON,5727589
PURI,PT Puri Global Sukses Tbk,464.00B,510.00,"4,751,400",Real Estate - Development,Real Estate,28.87B,-56.26%,-7.02B,-79.59B,PT Puri Global Sukses Tbk,PURI,"Ruko De Monde Junction, Blok A No. 18-19, Pasir Putih, Kelurahan Sadai, Kecamatan Bengkong, Pulau Batam 29432, Kepulauan Riau, Indonesia",62 778 7890079,corsec@puriglobalsukses.com,75.255.884.1-225.000,www.puriglobalsukses.id,"Bergerak dalam bidang real estat, konstruksi, pembangunan, pengembang, jasa dan investasi",Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT. Adimitra Jasa Korpora,2020-09-08 Nama Jenis Aset Total Persentase PT Puri Karya Bersama Properti 317.574.212.554 70 %,Pengembangan PT Puri Permai Intisentosa Sukses Properti 17.094.701.328 60 %,True,CSV+JSON,0
NELY,PT Pelayaran Nelly Dwi Putri Tbk,813.10B,348.00,"1,013,700",Marine Shipping,Industrials,446.14B,-7.34%,111.82B,-106.71B,Pelayaran Nelly Dwi Putri Tbk,NELY,"Jln. Majapahit No. 28 A (dalam), Jakarta 10160",021-3859649,corsec@nellydwiputri.com,01.366.576.5-054.000,www.nellydwiputri.co.id,"Pelayaran PT. NELLY ENERGI LESTARINDO Industri Pembangkit Tenaga Listrik, Pembangkit tenaga alternative dan industri pembangkit listrik tenaga gas 12.488.610.769 99 %","Transportasi & Logistik PT. NELLY ENERGI LESTARINDO Industri Pembangkit Tenaga Listrik, Pembangkit tenaga alternative dan industri pembangkit listrik tenaga gas 2.495.347.860 99 %","Logistik & Pengantaran PT. NELLY ENERGI LESTARINDO Industri Pembangkit Tenaga Listrik, Pembangkit tenaga alternative dan industri pembangkit listrik tenaga gas 2.508.259.896 99 %","Logistik & Pengantaran PT. NELLY ENERGI LESTARINDO Industri Pembangkit Tenaga Listrik, Pembangkit tenaga alternative dan industri pembangkit listrik tenaga gas 2.481.663.601 99 %","Logistik & Pengantaran PT. PELAYARAN HASKO HANLY GLOBAL Pelayaran dalam negeri dan luar negeri, jasa pelayaran dan pengangkutan, jasa pengangkutan minyak dan gas, dan jasa penyewaan kapal laut 13.880.715.916 9.999 %","PT. Datindo Entrycom PT. PELAYARAN HASKO HANLY GLOBAL Pelayaran dalam negeri dan luar negeri, jasa pelayaran dan pengangkutan, jasa pengangkutan minyak dan gas, dan jasa penyewaan kapal laut 23.248.686.043 99,99 %","2012-10-11 Nama Jenis Aset Total Persentase PT. NEL;LY GAYA KREASI Holding 150.009.930.000 99,99 %","Pengembangan PT. NELLY ENERGI LESTARINDO Industri Pembangkit Tenaga Listrik, Pembangkit tenaga alternative dan industri pembangkit listrik tenaga gas 2.470.692.633 99,78 %",True,CSV+JSON,021-3809280
HOMI,PT Grand House Mulia Tbk,705.60B,515.00,"5,524,100",Real Estate - Development,Real Estate,38.69B,0.74%,-2.63B,-5.73B,PT Grand House Mulia Tbk,HOMI,"Jalan Pengasinan No. 99 Gunung Sindur, Bogor, Jawa Barat",(62-21) 7587 1688,corsec@granddevelopment.id,02.576.069.5-411.000,www.granddevelopment.id,"Mendirikan dan Menjalankan Usaha Real Estat Yang Dimiliki Sendiri PT BERKAT INDOKARYA GEMILANG PROPERTI 34.889.000.000 15,69 %","Properti & Real Estat PT BERKAT INDOKARYA GEMILANG PROPERTI 34.889.000.000 15,69 %","Properti & Real Estat PT BERKAT INDOKARYA GEMILANG PROPERTI 34.889.000.000 15,69 %","Pengelola & Pengembang Real Estat PT VIVA INDOJAYA PERKASA PROPERTI 5.002.600.074 2,25 %","Pengembang & Operator Real Estat PT VIVA INDOJAYA PERKASA PROPERTI 5.002.600.074 2,25 %","PT. Raya Saham Registra PT VIVA INDOJAYA PERKASA PROPERTI 5.002.600.074 2,25 %","2020-09-10 Nama Jenis Aset Total Persentase PT BERKAT INDOKARYA GEMILANG PROPERTI 34.889.000.000 14,56 %","Pengembangan PT BERKAT INDOKARYA GEMILANG PROPERTI 34.889.000.000 15,69 %",True,CSV+JSON,0
CSIS,PT Cahayasakti Investindo Sukses Tbk,316.29B,240.00,"4,553,800",Real Estate - Development,Real Estate,86.94B,-3.85%,8.34B,15.60B,PT Cahayasakti Investindo Sukses Tbk,CSIS,"Kawasan Industri Olympic Jalan Kaum Sari No. 1, Kedung Halang Talang Bogor 16151, Jawa Barat",0251 8666 873/874,corporate.secretary@csis.co.id,01.632.966.6-404.000,www.csis.co.id,Pengembangan Properti Melalui Entitas Anak Serta Hasil Industri Furnitur dan Jasa Pelaksana Konstruksi Umum,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,PT. Sharestar Indonesia,"2017-05-10 Nama Jenis Aset Total Persentase PT Bogorindo Cemerlang Property 518.210.381.651 52,50 %",Pengembangan,True,CSV+JSON,0251 8666 875
TARA,PT Agung Semesta Sejahtera Tbk,251.74B,24.00,"1,056,500",Real Estate - Diversified,Real Estate,3.79B,-11.62%,-2.28B,-2.14B,PT Agung Semesta Sejahtera Tbk,TARA,"Soho Podomoro City, Unit 37.08, Jl. Letjend S. Parman,Blok Tanjung Duren Selatan, Jakarta Barat, 11410",02150127862,cs@agungsemestasejahtera.com,02.589.475.9-054.000,www.agungsemestasejahtera.com,Pembangunan baik langsung maupun melalui entitas anak PT Bina Karnada Pembangunan dan konsultasi manajemen 17.495 98 %,"Properti & Real Estat PT Bina Karnada Perdagangan, pembangunan, perindustrian, pertanian 33.518.185.303 99,90 %","Properti & Real Estat PT Bina Karnada Perdagangan, pembangunan, perindustrian, pertanian 33.518.570.065 99,90 %","Pengelola & Pengembang Real Estat PT Bina Karnada Perdagangan, pembangunan, perindustrian, pertanian 33.516.459.192 99,90 %","Pengembang & Operator Real Estat PT Bina Karnada Perdagangan, pembangunan, perindustrian, pertanian 33.522.685.265 99,90 %","PT. Sinartama Gunita PT Bumi Tara Perdana Perdagangan, Pengangkutan, Pembangunan, Perindustrian, Jasa, Percetakan, Perbengkelan, Pertanian dan Kehutanan 600.000.000 99,83 %","2014-07-11 Nama Jenis Aset Total Persentase PT Bina Karnada Perdagangan, pembangunan, perindustrian, pertanian 33.506.061.517 99,90 %",Pemantauan Khusus PT Bina Karnada Pembangunan dan konsultasi manajemen 17.495 98 %,True,CSV+JSON,-
CTTH,PT Citatah Tbk,104.62B,85.00,"3,636,600",Building Materials,Materials,123.95B,-16.09%,-29.97B,-3.03B,Citatah Tbk,CTTH,"Jl. Prof. Dr. Satrio Blok C4 No. 10, Kel. Kuningan Timur, Kec. Setiabudi, Jakarta Selatan 12950",021 - 3972 2018,legal@citatah.co.id; loura@citatah.co.id; fa@citatah.co.id;,01.104.748.7-054.000,http://www.citatah.co.id,Land / Stone Quarrying PT Bukit Bunea Pertambangan 76.207.723 99 %,Perindustrian,Barang Perindustrian,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan,PT. EDI Indonesia,1996-07-03 Nama Jenis Aset Total Persentase PT Bukit Bunea Pertambangan 76.207.723 99 %,Pemantauan Khusus PT Bukit Bunea Pertambangan 76.207.723 99 %,True,CSV+JSON,021 - 3972 2028
RBMS,PT Ristia Bintang Mahkotasejati Tbk,90.31B,35.00,"807,5",Real Estate - Development,Real Estate,190.84B,22.21%,-10.94B,22.06B,Ristia Bintang Mahkotasejati Tbk,RBMS,Gedung Ribens Autocars Jl. Fatmawati No. 188 Jakarta 12420,"7511441, 7505000",corsec@ristiagroup.com,01.375.078.1-054.000,www.ristiagroup.com,"Property dan Real Estate PT Alam Indah Selaras (""AIS"") Pengembangan tanah di Karawang 106.660.637.417 9.998 %","Properti & Real Estat PT Alam Indah Selaras (AIS) Pengembangan tanah di karawang 105.142.918.365 99,98 %","Properti & Real Estat PT Alam Indah Selaras (AIS) Pengembangan tanah di Karawang 98.550.999.794 99,98 %","Pengelola & Pengembang Real Estat PT Bhaskara Mutu Sentosa Pengembangan tanah di tangerang 42.913.580.986 99,96 %","Pengembang & Operator Real Estat PT Bhaskara Mutu Sentosa (""BMS"") Pengembangan tanah di Tangerang 76.643.885.734 9.996 %","PT. Sirca Datapro Perdana PT Bhaskara Mutu Sentosa (""BMS"") Pengembangan tanah di Tangerang 79.656.163.288 9.996 %","1997-12-19 Nama Jenis Aset Total Persentase PT Alam Indah Selaras (""AIS"") Pengembangan tanah di Karawang 89.216.311.213 9.998 %","Pemantauan Khusus PT Alam Indah Selaras (""AIS"") Pengembangan tanah di Karawang 88.057.371.932 9.998 %",True,CSV+JSON,7511025
COCO,PT Wahana Interfood Nusantara Tbk,361.28B,410.00,"81,226,600",Confectioners,Consumer Staples,152.40B,-0.28%,-116.21B,-49.39B,PT Wahana Interfood Nusantara Tbk.,COCO,"Jalan Raya Parakan Muncang, Dusun Cipacing, RT. 017, RW. 004, Desa Mekarbakti, Kecamatan Pamulihan, Kabupaten Sumedang, Kode Pos 45365.",-,corsec@winco.co.id,02.567.517.4-428.000,www.wahana-interfood.com,Menjalankan Usaha yang bergerak di bidang produksi kakao dan cokelat PT WAHANA DISTRIBUSI NUSANTARA PERDANGAN BESAR DAN ECERAN 19.631.629.989 99 %,"Barang Konsumen Primer PT WAHANA RETAIL NUSANTARA PERDAGANGAN ECERAN 1.252.105.011 99,99 %",Makanan & Minuman PT WINCO NIAGATAMA CORPORA REAL ESTATE 30.641.609 99 %,Makanan Olahan,Makanan Olahan,PT. Sinartama Gunita,2019-03-20 Nama Jenis Aset Total Persentase PT BIJI KOPI INTERNUSA INDUSTRI PENGOLAHAN 2.448.628.481 99 %,"Pengembangan PT DLANIER GAYA INDONESIA PERDAGANGAN DAN INDUSTRI 9.136.570.412 99,99 %",True,CSV+JSON,-
CSMI,PT Cipta Selera Murni Tbk,195.85B,240.00,"32,389,000",Restaurants,Consumer Discretionary,1.52B,-50.50%,-3.36B,-,PT Cipta Selera Murni Tbk.,CSMI,"Menara Imperium, Lantai Lower Ground No.04 (LG-04) Jakarta Selatan, 12980",(021) 314 0411,texas@texaschicken.co.id,01.366.769.6-073.000,www.ciptaseleramurni.co.id,Restoran dan perdagangan,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan,PT. Adimitra Jasa Korpora,2020-04-09 Nama Jenis Aset Total Persentase PT CIPTA GLOBAL SELERA RESTORAN 3.644.954.153 88 %,Pengembangan,True,CSV+JSON,(021) 314 0037
EPAC,PT Megalestari Epack Sentosaraya Tbk,69.37B,21.00,"694,9",Packaging & Containers,Consumer Discretionary,160.10B,20.88%,-10.65B,10.30B,PT Megalestari Epack Sentosaraya Tbk.,EPAC,Ruko Mutiara Taman Palem C8 No.2 Kel. Cengkareng Timur Kec.Cengkareng Kota Jakarta Barat,021 2966 7018,corsec@epack.co.id,31.765.604.3-034.000,www.epack.co.id,"Bergerak dalam bidang Industri Barang dari Plastik untuk Pengemasan,Industri Barang Plastik Lembaran Epac Flexibles Asia Pte Ltd Investasi 25.373.709.756 85 %",Barang Baku Epac Flexibles Asia Pte Ltd Investasi 25.373.709.756 85 %,Barang Baku Epac Flexibles Asia Pte Ltd Investasi 24.749.772.675 85 %,Wadah & Kemasan PT Epac Flexibles Indonesia Industri Manufaktur 71.326.829.372 51 %,Wadah & Kemasan PT Epac Flexibles Indonesia Industri Manufaktur 76.464.633.430 51 %,PT. Sinartama Gunita PT Epac Flexibles Indonesia Industri Manufaktur 76.464.633.430 51 %,2020-07-01 Nama Jenis Aset Total Persentase Epac Flexibles Asia Pte Ltd Investasi 27.142.161.355 85 %,Pemantauan Khusus Epac Flexibles Asia Pte Ltd Investasi 27.142.161.355 85 %,True,CSV+JSON,021 2966 7099
POLA,PT Pool Advista Finance Tbk,123.99B,37.00,"2,565,800",Credit Services,Financials,12.58B,5.19%,-11.93B,47.15B,PT Pool Advista Finance Tbk.,POLA,"Gedung PT. Pool Advista Indonesia, Tbk. Lt. 6 Jl. Letjen Soepono Blok CC6 No.9-10 Arteri Permata Hijau, Jakarta Selatan 12210",+62 21 8062 6300,corsec.paf@pooladvista.com,02.042.145.9-062.000,www.pooladvistafinance.com,"Pembiayaan Multiguna, Pembiayaan Investasi, Pembiayaan Modal Kerja, dan Pembiayaan Syariah",Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,PT. Ficomindo Buana Registrar,2018-11-16 Nama Jenis Aset Total Persentase,Pemantauan Khusus,True,CSV+JSON,+62 21 2951 0202
ELIT,PT Data Sinergitama Jaya Tbk,359.55B,178.00,"2,131,600",Information Technology Services,Technology,492.31B,14.75%,29.69B,-4.19B,PT Data Sinergitama Jaya Tbk,ELIT,"The Manhattan Squre Tower B Lt. 22, Jl. TB Simatupang, RT.3/RW.3, Cilandak Timur, Pasar Minggu, Jakarta Selatan,12560",0217511004,corsec@elitery.com,31.395.927.2-016.000,www.elitery.com,Teknologi,Teknologi,Perangkat Lunak & Jasa TI,Jasa & Konsultan TI,Jasa & Konsultan TI,PT. Sinartama Gunita,2023-01-06 Nama Jenis Aset Total Persentase Elitery Global Technology SDN.BHD Teknologi Informasi dan Komunikasi Perusahaan 11.385.916.744 100 %,Pengembangan PT Elite Teknologi Akademi Pelatihan untuk Ilmu Teknologi Cloud 9.640.984.796 90 %,True,CSV+JSON,
ARKA,PT Arkha Jayanti Persada Tbk,56.00B,28.00,"1,020,200",Specialty Business Services,Industrials,154.25B,34.88%,3.87B,-4.63B,PT Arkha Jayanti Persada Tbk.,ARKA,"Jl. Lanbau No. 8, Kp Gudang RT 06 / RW 09, Kel. Karang Asem Barat, Kec. Citeureup, Kab. Bogor, Jawa Barat,",021 - 87918903,corporate.secretary@arkhajayanti.co.id,01.910.633.5-431.000,www.arkhajayanti.co.id,"Menjalankan usaha dalam bidang industri manufaktur dan fabrikasi komponen alat-alat berat, karoseri body dump truck, kontruksi baja, fabrikasi Oil & Gas equipment dan jasa pengangkutan batubara.",Perindustrian,Barang Perindustrian,Mesin,Mesin & Komponen Perindustrian,PT. Adimitra Jasa Korpora,2019-07-10 Nama Jenis Aset Total Persentase,Pemantauan Khusus,True,CSV+JSON,Fax : 021-87916364
WMUU,PT Widodo Makmur Unggas Tbk,375.29B,28.00,"37,123,700",Farm Products,Consumer Staples,645.14B,114.56%,-88.40B,-4.55B,PT Widodo Makmur Unggas Tbk,WMUU,"Gedung Graha Widodo Makmur Jalan Raya Cilangkap No. 58, Cilangkap, Cipayung, Jakarta Timur, 13870",(62 21) 8430 6787 / 88,corporate.secretary@wmu-group.co.id,72.542.379.2-406.000,www.widodomakmurunggas.co.id,Peternakan Ayam dan Perdagangan Pakan Ternak PT ADIJAYA UNINDO PERKASA Perdagangan Umum 26.984.856.342 68 %,Barang Konsumen Primer PT Adijaya Unindo Perkasa Perdagangan umum/ General trading 26.523.409.745 68 %,Makanan & Minuman PT Adijaya Unindo Perkasa Perdagangan umum 26.754.133.043 32 %,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",PT. Datindo Entrycom,2021-02-02 Nama Jenis Aset Total Persentase PT Adijaya Unindo Perkasa perdagangan pakan ternak 30.874.250.778 68 %,Pemantauan Khusus PT ADIJAYA UNINDO PERKASA Perdagangan Umum 28.653.175.329 68 %,True,CSV+JSON,(62 21) 8430 6790 / 91
KKES,PT Kusuma Kemindo Sentosa Tbk,40.50B,27.00,"1,699,500",Specialty Chemicals,Materials,194.90B,-14.73%,-6.10B,-6.91B,PT Kusuma Kemindo Sentosa Tbk,KKES,"Green Ville Maisonette Blok FA / 12A Jakarta Barat, DKI Jakarta, 11510 - Indonesia","(021) 5653736, 5640988",corsec@kusumakemindo.co.id,01.358.034.5-038.000,https://kks-chemicals.com,Perdagangan Besar Bahan dan Barang Kimia,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,PT. Bima Registra,2022-08-08 Nama Jenis Aset Total Persentase,Pemantauan Khusus,True,CSV+JSON,-
